,timestamp,Date,epoch,asset,opened_at,owner,iasset_staked
0,1700343900,2023-11-18,450,iETH,1672963428,198836d653f267dfed06bd383b80539c50f3ab6d6e7e0de11d9b723e,923
1,1700343900,2023-11-18,450,iETH,1672974498,43b8e3375ecf90169230d91ce92863d0b041ed4c8668cc87d17ea980,4495
2,1700343900,2023-11-18,450,iETH,1673036542,58565b9a0b90f766dad48a3cb365453b452565ecb6773a55a5517b48,587766
3,1700343900,2023-11-18,450,iETH,1673047357,405966152e910c43c45f1d21d8420d7ce66c604b9750824741970780,474
4,1700343900,2023-11-18,450,iETH,1673525561,4199f4bb58f9b3c60dec5310a8326d46c90318b83d2e96ff45f30bf1,31
5,1700343900,2023-11-18,450,iETH,1673468278,f9f1d44d00b15f63b1aac48dd4e3b4738bec1c79cef84b67ef5c69e4,502
6,1700343900,2023-11-18,450,iETH,1673239621,bdb8c089708bb3dd3c626bb9a286a3aacbf77517b9643161db4a1452,82
7,1700343900,2023-11-18,450,iETH,1673191528,117a220650f577db973565412c705745e0cac69c796d137e977267a0,1
8,1700343900,2023-11-18,450,iETH,1673001704,ad122b9fa3ab86495712afd2a6f655430427c2cf21a54fd0c8fe8e63,97092
9,1700343900,2023-11-18,450,iETH,1676010477,2e1573f020d7dc42fb1befd459287f0e620fb799cee111e43c50d676,14707
10,1700343900,2023-11-18,450,iETH,1676040520,ed3122194af84dbc350676f420b1927209b40cf0d239ec26a5cc8623,302539
11,1700343900,2023-11-18,450,iETH,1673039068,5016a30bc3c1a609d20be6cd2ea1f87bf5b49bcf2f8ecdb1d21cceff,2
12,1700343900,2023-11-18,450,iETH,1676563504,bffe2a2f3dde97b96f94f5cdde3957828c61db930faba0e4b2afbb46,59255
13,1700343900,2023-11-18,450,iETH,1677954161,435ac6984516a80bf6a9e7d16ba8431add7b4f44083131ab8dce0097,110510
14,1700343900,2023-11-18,450,iETH,1678154289,8b542601309e158b422074b4a53ec9aa0f09a0b50f58bce55a68b4a0,21041
15,1700343900,2023-11-18,450,iETH,1678422827,6efc2b7d458837222c6305866822d7d3039f9b436dc7eeda2ebabd4e,6515
16,1700343900,2023-11-18,450,iETH,1674979085,ce6885bef0ae899503bec94142f5c2d8f8d25973ddb50e1c5dca5c1e,1086
17,1700343900,2023-11-18,450,iETH,1676472427,7bfcb0b4a3974232c21fe4440a2befb5aff58093e9582c9d447c1e0d,570
18,1700343900,2023-11-18,450,iETH,1675562534,89d095d531c5d92be599e65bfe27c44652b2cf99b72a332427e9d8a2,34024
19,1700343900,2023-11-18,450,iETH,1680091680,93fb8feafbe7b27f8ccddb6c42676e5c85698c605c6627728507d8fc,753
20,1700343900,2023-11-18,450,iETH,1680287933,19c1be2fd0ce6e32cde0185dd60a56edc288d8de6243c1ca4e569f51,102
21,1700343900,2023-11-18,450,iETH,1680472793,d1b4a2e733c66382f3c60bf7a43803b57e44c07d5efe87bf8c4185ee,106819
22,1700343900,2023-11-18,450,iETH,1680526573,70412db01246a610b0e448401967f8c79afad0c1eda5cc75b2c252f7,1425
