,timestamp,Date,epoch,asset,opened_at,owner,iasset_staked
0,1680644700,2023-04-04,404,iETH,1672963428,198836d653f267dfed06bd383b80539c50f3ab6d6e7e0de11d9b723e,1674
1,1680644700,2023-04-04,404,iETH,1672974498,43b8e3375ecf90169230d91ce92863d0b041ed4c8668cc87d17ea980,8153
2,1680644700,2023-04-04,404,iETH,1673012843,b95d828645f43c1711afad5a374ea6879f95832f50bf249e5e2a8820,487313
3,1680644700,2023-04-04,404,iETH,1673026098,5afed21982af746c785bc7e91a951ae5c5fe8460bdc4f9064b6bd0b5,2983605
4,1680644700,2023-04-04,404,iETH,1673036542,58565b9a0b90f766dad48a3cb365453b452565ecb6773a55a5517b48,1066150
5,1680644700,2023-04-04,404,iETH,1673037711,bf80faca49b6c4b820d11fd8028343afde02b4e9cfeded543c4650b9,60336
6,1680644700,2023-04-04,404,iETH,1673047357,405966152e910c43c45f1d21d8420d7ce66c604b9750824741970780,859
7,1680644700,2023-04-04,404,iETH,1673068616,5a41cab4804c774e0d9d277a19e2e3716fefd6e4d164fa8a771a1ba8,2624150
8,1680644700,2023-04-04,404,iETH,1673525561,4199f4bb58f9b3c60dec5310a8326d46c90318b83d2e96ff45f30bf1,57
9,1680644700,2023-04-04,404,iETH,1673784557,38a6b071d8b300a0a8219cb49ae293024f466985a89f62d6188d0388,16053
10,1680644700,2023-04-04,404,iETH,1673468278,f9f1d44d00b15f63b1aac48dd4e3b4738bec1c79cef84b67ef5c69e4,911
11,1680644700,2023-04-04,404,iETH,1673239621,bdb8c089708bb3dd3c626bb9a286a3aacbf77517b9643161db4a1452,149
12,1680644700,2023-04-04,404,iETH,1673191528,117a220650f577db973565412c705745e0cac69c796d137e977267a0,3
13,1680644700,2023-04-04,404,iETH,1673132566,ecf6df3e564fb3214117ff1ba3fb4532e6d1f2fb80c0015027b291b8,20
14,1680644700,2023-04-04,404,iETH,1673001704,ad122b9fa3ab86495712afd2a6f655430427c2cf21a54fd0c8fe8e63,176116
15,1680644700,2023-04-04,404,iETH,1675764266,ccf0463efcfc0be16312d889a485c827392edb4bf32af4b43af4aad5,11264
16,1680644700,2023-04-04,404,iETH,1673320597,53eb9c7601e433f0659a74479e98400d203af061f135354f43e0dad4,86876
17,1680644700,2023-04-04,404,iETH,1673004958,23b41dab65f698716d09448d4c399e10d2f66ba2fb6433671643c280,191516
18,1680644700,2023-04-04,404,iETH,1675929556,4334543b893cd23468515ab99c3e26177f5037d42b5cf90f637d67c7,321787
19,1680644700,2023-04-04,404,iETH,1675972866,945cd17ae5a96a439a8191283c8459e67ab18c7e2d93fa1dfce4671c,88332
20,1680644700,2023-04-04,404,iETH,1673170590,451fe314c4e9a41bb5804455fb4057afc1cbf2b74cde2d3d737b3354,21171
21,1680644700,2023-04-04,404,iETH,1675995598,f357aeab5d6038af73b7ce783bf505ecb9ff382a18e2b211b18a513a,214047
22,1680644700,2023-04-04,404,iETH,1676010477,2e1573f020d7dc42fb1befd459287f0e620fb799cee111e43c50d676,26678
23,1680644700,2023-04-04,404,iETH,1676040520,ed3122194af84dbc350676f420b1927209b40cf0d239ec26a5cc8623,548776
24,1680644700,2023-04-04,404,iETH,1676057822,23b7c8d3ae97e99296c08589879b5aae794ac1839127ce69cdab699d,584908
25,1680644700,2023-04-04,404,iETH,1676077967,c8deaac83b9ca7f1a985b6c69adf60da07c2b3becfd2fd9a69f22b62,48779
26,1680644700,2023-04-04,404,iETH,1672965623,009db4768f9eaf740e4de81848de05581bc52b543577fa5b70a89169,106443
27,1680644700,2023-04-04,404,iETH,1673039068,5016a30bc3c1a609d20be6cd2ea1f87bf5b49bcf2f8ecdb1d21cceff,3
28,1680644700,2023-04-04,404,iETH,1673206411,0ec77531eed2fc259fbdb315937e2e94e8f988b21af6db8aeed1477f,645651
29,1680644700,2023-04-04,404,iETH,1676224257,3275cd12069ac276583185e43e3c480e3c984ff72f3ecf3ec6c0216a,98932
30,1680644700,2023-04-04,404,iETH,1675900660,3f6947729e3716f8d574291662fbbe0b5f12012b729e81b71e24f125,414812
31,1680644700,2023-04-04,404,iETH,1676343279,4cb2eb343a9f29be1c2550732c532cf3d2a846cce4b12691379bdc70,19998
32,1680644700,2023-04-04,404,iETH,1673004383,ef375afc54458f274bd07dec902e981a581fb46d4ab6d996e40b5bb0,270613
33,1680644700,2023-04-04,404,iETH,1674823300,bc5fd0a5a090b13db7903844363ac73377c2bcf0aa027621dc02dc64,17866
34,1680644700,2023-04-04,404,iETH,1672984872,e4a3572c85228edfa7ee4d015fa55fd6c93d181597f86859aaabca91,206616
35,1680644700,2023-04-04,404,iETH,1672993911,e65fafb51e3a0af5b2fc7dbdb246b633fdcccd9459e3e2f2c09f2ccb,230757
36,1680644700,2023-04-04,404,iETH,1673002573,74d000119e43e7c637f1ab64524de42031796d7f7a09edf7fe2697e0,144159
37,1680644700,2023-04-04,404,iETH,1676312740,b0f6f6c285e1711e5cc0b237539ebd40eed3ef96be5b78aac6c389ce,156955
38,1680644700,2023-04-04,404,iETH,1676528360,d8873d99d8bac628cb99a6bfc97e0c7c1553286d4a62aedde875354b,8006
39,1680644700,2023-04-04,404,iETH,1676536879,8d589e8e00fdadd913c2f769b43d341a03fc6ce5823456e7a3deaa01,29919
40,1680644700,2023-04-04,404,iETH,1676563504,bffe2a2f3dde97b96f94f5cdde3957828c61db930faba0e4b2afbb46,107483
41,1680644700,2023-04-04,404,iETH,1676874827,cbf2fe83219efa63b2e1d6c43e53fefa9280e4e862b5cc88d5bdaf7d,320071
42,1680644700,2023-04-04,404,iETH,1675987632,0448fe09c5e6496b162f9a88ea422f1af9d14c07092ca528ddea63ae,44031
43,1680644700,2023-04-04,404,iETH,1673546438,623f00f49ed872b8fde76a4d5520f4ff63e50dec00b938701fe2aedd,114987
44,1680644700,2023-04-04,404,iETH,1677063338,17e6192c507aa42939888c9354ab8ad76b387cdd923668c0999a198b,11283
45,1680644700,2023-04-04,404,iETH,1673312205,8707ca72180e998be7256d3ca209f1018ee51fc9f9e1d55fd1d962ae,6182
46,1680644700,2023-04-04,404,iETH,1675735940,243143a1edf725605b078e3660ccf3ef4811e54ce8d70b04ae15a4b0,101132
47,1680644700,2023-04-04,404,iETH,1672965120,026c8ee36589862c813abaf4142583d8631869cc694bfc393ad229ed,211722
48,1680644700,2023-04-04,404,iETH,1676689619,2e0d4073c7b1ce2db579b5da69d9db0268f9e0be8798643945966c69,5
49,1680644700,2023-04-04,404,iETH,1676124312,71995412f0cdf4fb3b1d74d635c4aa6b9ccc26aa02f37b966ff7917d,607278
50,1680644700,2023-04-04,404,iETH,1677314014,d5783eeb99454513796d07833a55b33d041157aa2557f641d50b7f13,80
51,1680644700,2023-04-04,404,iETH,1675711106,b2cd3ac1116b5d4d2634eb51a832f9c99dd03abe51b9e05f463bde68,174375
52,1680644700,2023-04-04,404,iETH,1677954161,435ac6984516a80bf6a9e7d16ba8431add7b4f44083131ab8dce0097,200455
53,1680644700,2023-04-04,404,iETH,1677956367,cb07fef02adf81a4bb0ee3ec992f392a4ecd92774619a97be8f086b9,58156
54,1680644700,2023-04-04,404,iETH,1677885555,07baa50981e163bdfd810587d475c2a03611128529ff526fa901e36b,22871
