,epoch,owner,indy_staked
0,385,2e5692429e007cf9257b86f3685710aa0f98895b86b13a0c5ebfff47,5000000
1,385,dd4ec1a00770d0659820e0083be64e233a9da64af048ed52e2c9bf00,50200803
2,385,3de5bd9affd4d3a8f02cdf5c1fc30889db7338396507f4309c1c48b3,74000000
3,385,a906c9214bfd42f7299dedeed943496d866cb18ce0f178b0e37d9a97,35458939
4,385,96fd26a13808a0837bcf27d13c369a17a98c3f22a3203569958f4183,55200803
5,385,5cd23593bd25f37c6b659b6f209057059e21e6c00d1de32f38a0d52b,36929999
6,385,c42d437b82e499c687a8e1313fb527c6007a12271c1823eb623282b9,4500000
7,385,de1d681945d95210d8512d2bd83ee1f41c2fb7494785f11175aefdf0,165602409
8,385,cb4b49e034ac684ab686f3ec2ad725863a34e8b3f2c4d5facb3f5ecc,151121942
9,385,44ac134701dd6515248f7848d269394a04938dc5c10b709886b63c46,50200803
10,385,d8120b7ff6f379164a6238e94a02be9607348d66de8cdd6ad923a1e3,206000000
11,385,867e47af429142df3d6e0879d40a39e3d6402caa898e5b26d05acb6f,65000000
12,385,245412bf90064c5c6f16fe5e371046631344a683f781324abfa64cfe,5000000
13,385,740f99ca8b812c792325717e48860c5b7f3c54a5917d467260adb9d7,25200803
14,385,52c268db5373bd8341a1b9966bcf911fbbe609186d7e1ba0d3374c41,50200803
15,385,88e170617a780709bbdda9f213666a62d7a9b2cba72c82fbce60d039,30000000
16,385,03cedb84a8f9be28d7671c4ec26122e3d6a33c219dfc6577226ac83e,55200803
17,385,76d6ac59cc85fbd2ce3a01a0168c4a7de412f203b6b1a1d84626ce4f,116551044
18,385,4658b8100b35620ec4e82e9926564ad4401136490745d40ef707496b,50200803
19,385,264b07c1c0e548cd0092f278041990e98e2c9e1ef93df6086d57e2cd,55200803
20,385,77e222f372bcc8b0be973c9a882839f381170452667df9938babcee5,55200803
21,385,11a264bd8da8b3a491a292e52b16b46c9308d79f7c8bc0d26b1c9007,5000000
22,385,2f6e8d94a6abb81316eeda88b180faf28515315bd3763b606658d268,55200803
23,385,e445710004486e840bdf5ed3d7b0b16f2525b56953acbcffee8032ef,2798223847
24,385,43ed6ee6ebf34c998c7a7ef6e098a648de1d090a375a209dd4ab5892,13000000
25,385,5014221cb016ab49c7420ee32ab369b4b492f253c91ed51bbcb33947,20000000
26,385,a3857f6dc9fa15ac685d02ad13824292ec40648c7af5b4fbe064c0d8,50200803
27,385,5f493f0af56a160c2318098c3003efa130d5b2c68b8e1d1bb019a56f,110000000
28,385,ce8e139877ddf7ca4c91a53b4ce6903c84603d70da5157ada5ef4ca3,100000289
29,385,ce6acbe8b02477e64a1462c4b1796cfaf9426c899315f4aee820bc4f,50200803
30,385,d45f0882056ddea7a40828529b5a6185322e444c225418b99b5c4b41,102890774
31,385,f5ec7ef3fef6bd10af56f1f6f8d4d08358e96584128ee29a5ae625c8,37700803
32,385,88c596bb94cc654421f07d92980f4936485545e5389687d42cbb1fd0,80390256
33,385,96cf25856115165a58985a79380745ff06a21e5000559d8f98bccf5c,55200803
34,385,3403fe6e055b5bb87ac7ba4ea21ef8b1ec230896f64993845e7aeda5,55200803
35,385,16a48e1433151d2981213bfee93c94b05eeb06414e187a1f5dba7369,5000000
36,385,5ec8f3280f3796e620e285dda0c7e8e5ce4ec81c02ece9e45cba4679,25200803
37,385,7c3e1e3a1a82c6399809ef3375f29fd9b09b5356687aef4442977e5e,50200803
38,385,aa361492e10215e0fb2301602f77845e49ca941b037badbc4eb599b2,1000000
39,385,c75bcd1bfded5ae1350912082487dda154465826ed5403e412dc86f9,55200803
40,385,5a0d775616ff063e832390cdbd39f264da1a2704245800660791d597,50200000
41,385,a65059f2283e5ff29d0c818cba02d9f700fc7c3e891c324bdfd5d1ca,35000000
42,385,43a3e77141822ef5563f437927a45c1de4c0a000dfe3f865a000a214,60200803
